id_sampling_point;date_sample_collect;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;macrof_sampl_obs_meth;macrofauna_nb_samples;macrofauna_extract_duration;macrofauna_sampling_met_iso;macrof_sampled_each_subsample;macrofauna_exposit_time_traps
2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseCT_B-1_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;diverseCT;T;1;B;3;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseCT_B-1_P-3_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;30;;900.0;
2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-1_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;diverseRT;T;1;B;2;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-1_P-2_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;30;;900.0;
2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-1_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;diverseRT;T;1;B;3;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-1_P-3_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;30;;900.0;
2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-1_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;diverseRT;T;1;B;4;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-1_P-4_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;30;;900.0;
2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseNT_B-1_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;diverseNT;T;1;B;1;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseNT_B-1_P-1_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;30;;900.0;
2017-06-13-D_SE_Säby LTE in Torppa2022_T-simpleCT_B-1_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;simpleCT;T;1;B;2;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-simpleCT_B-1_P-2_Metadata Macrofauna;combination_of_several_sampling_techniques;2.0;30;;900.0;
2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;diverseRT;T;2;B;3;P;SE;saby_lte_in_torppa2022;SLU1;Metadata Macrofauna;2017-06-13-D_SE_Säby LTE in Torppa2022_T-diverseRT_B-2_P-3_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;30;;900.0;
2010-10-01-M_DE_JKIVineyardCopperStudy_F-RH04_B-NA_P-meadow1;date:2010-10-01T00:00:00:yyyy-MM-dd;M;RH04;F;NA;B;meadow1;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2010-10-01-M_DE_JKIVineyardCopperStudy_F-RH04_B-NA_P-meadow1_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2010-10-01-M_DE_JKIVineyardCopperStudy_F-RH04_B-NA_P-meadow2;date:2010-10-01T00:00:00:yyyy-MM-dd;M;RH04;F;NA;B;meadow2;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2010-10-01-M_DE_JKIVineyardCopperStudy_F-RH04_B-NA_P-meadow2_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2012-10-01-M_DE_JKIVineyardCopperStudy_F-WB08_B-NA_P-fallow4;date:2012-10-01T00:00:00:yyyy-MM-dd;M;WB08;F;NA;B;fallow4;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2012-10-01-M_DE_JKIVineyardCopperStudy_F-WB08_B-NA_P-fallow4_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2014-10-01-M_DE_JKIVineyardCopperStudy_F-BA05_B-NA_P-meadow4;date:2014-10-01T00:00:00:yyyy-MM-dd;M;BA05;F;NA;B;meadow4;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2014-10-01-M_DE_JKIVineyardCopperStudy_F-BA05_B-NA_P-meadow4_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2011-04-01-M_DE_JKIVineyardCopperStudy_F-MO03_B-NA_P-meadow3;date:2011-04-01T00:00:00:yyyy-MM-dd;M;MO03;F;NA;B;meadow3;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2011-04-01-M_DE_JKIVineyardCopperStudy_F-MO03_B-NA_P-meadow3_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2014-04-01-M_DE_JKIVineyardCopperStudy_F-MO07_B-NA_P-meadow2;date:2014-04-01T00:00:00:yyyy-MM-dd;M;MO07;F;NA;B;meadow2;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2014-04-01-M_DE_JKIVineyardCopperStudy_F-MO07_B-NA_P-meadow2_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2013-10-01-M_DE_JKIVineyardCopperStudy_F-MR03_B-NA_P-meadow1;date:2013-10-01T00:00:00:yyyy-MM-dd;M;MR03;F;NA;B;meadow1;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2013-10-01-M_DE_JKIVineyardCopperStudy_F-MR03_B-NA_P-meadow1_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2010-10-01-M_DE_JKIVineyardCopperStudy_F-PF02_B-NA_P-meadow4;date:2010-10-01T00:00:00:yyyy-MM-dd;M;PF02;F;NA;B;meadow4;P;DE;jkivineyardcopperstudy;;Metadata Macrofauna;2010-10-01-M_DE_JKIVineyardCopperStudy_F-PF02_B-NA_P-meadow4_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;;23611-1 (2006);2500.0;
2011-01-01-Y_FR_Bio2-AN_T-ANF_B-NA_P-NA;date:2011-01-01T00:00:00:yyyy-MM-dd;Y;ANF;T;NA;B;NA;P;FR;bio2an;Bio2-Andra;Metadata Macrofauna;2011-01-01-Y_FR_Bio2-AN_T-ANF_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2011-01-01-Y_FR_Bio2-AN_T-ANP_B-NA_P-NA;date:2011-01-01T00:00:00:yyyy-MM-dd;Y;ANP;T;NA;B;NA;P;FR;bio2an;Bio2-Andra;Metadata Macrofauna;2011-01-01-Y_FR_Bio2-AN_T-ANP_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2022-10-09-D_AT_MINOTAUR_T-RT3N_B-NA_P-NA;date:2022-10-09T00:00:00:yyyy-MM-dd;D;RT3N;T;NA;B;NA;P;AT;minotaur;;Metadata Macrofauna;2022-10-09-D_AT_MINOTAUR_T-RT3N_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;1.0;;;400.0;
2022-10-09-D_AT_MINOTAUR_T-RT1W_B-NA_P-NA;date:2022-10-09T00:00:00:yyyy-MM-dd;D;RT1W;T;NA;B;NA;P;AT;minotaur;;Metadata Macrofauna;2022-10-09-D_AT_MINOTAUR_T-RT1W_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;1.0;;;400.0;
2022-10-09-D_AT_MINOTAUR_T-RT2W_B-NA_P-NA;date:2022-10-09T00:00:00:yyyy-MM-dd;D;RT2W;T;NA;B;NA;P;AT;minotaur;;Metadata Macrofauna;2022-10-09-D_AT_MINOTAUR_T-RT2W_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;1.0;;;400.0;
2022-10-09-D_AT_MINOTAUR_T-RT3W_B-NA_P-NA;date:2022-10-09T00:00:00:yyyy-MM-dd;D;RT3W;T;NA;B;NA;P;AT;minotaur;;Metadata Macrofauna;2022-10-09-D_AT_MINOTAUR_T-RT3W_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;1.0;;;400.0;
2022-10-09-D_AT_MINOTAUR_T-RT1N_B-NA_P-NA;date:2022-10-09T00:00:00:yyyy-MM-dd;D;RT1N;T;NA;B;NA;P;AT;minotaur;;Metadata Macrofauna;2022-10-09-D_AT_MINOTAUR_T-RT1N_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;1.0;;;400.0;
2022-10-09-D_AT_MINOTAUR_T-RT2N_B-NA_P-NA;date:2022-10-09T00:00:00:yyyy-MM-dd;D;RT2N;T;NA;B;NA;P;AT;minotaur;;Metadata Macrofauna;2022-10-09-D_AT_MINOTAUR_T-RT2N_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;1.0;;;400.0;
2021-04-01-M_FR_OASYS_T-M5_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;M5;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-M5_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-M2-Agri_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;M2-Agri;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-M2-Agri_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-M2-AF_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;M2-AF;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-M2-AF_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;16.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-G22_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;G22;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-G22_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-G23_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;G23;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-G23_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-V12-Agri_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;V12-Agri;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-V12-Agri_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-V12-AF_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;V12-AF;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-V12-AF_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;8.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-V12-Forest_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;V12-Forest;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-V12-Forest_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
2021-04-01-M_FR_OASYS_T-Forest_B-NA_P-NA;date:2021-04-01T00:00:00:yyyy-MM-dd;M;Forest;T;NA;B;NA;P;FR;oasys;;Metadata Macrofauna;2021-04-01-M_FR_OASYS_T-Forest_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;4.0;60;;10000.0;
1978-10-18-D_IE_EarthwormsOfIreland_F-Balinacore_B-NA_P-NA;date:1978-10-18T00:00:00:yyyy-MM-dd;D;Balinacore;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1978-10-18-D_IE_EarthwormsOfIreland_F-Balinacore_B-NA_P-NA_Metadata Macrofauna;na;;;;;
1982-10-08-D_IE_EarthwormsOfIreland_F-Ballinode, Sligo town_B-NA_P-NA;date:1982-10-08T00:00:00:yyyy-MM-dd;D;Ballinode, Sligo town;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1982-10-08-D_IE_EarthwormsOfIreland_F-Ballinode, Sligo town_B-NA_P-NA_Metadata Macrofauna;na;;;;;
2012-06-16-D_IE_EarthwormsOfIreland_F-Booterstown, Dublin_B-NA_P-NA;date:2012-06-16T00:00:00:yyyy-MM-dd;D;Booterstown, Dublin;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2012-06-16-D_IE_EarthwormsOfIreland_F-Booterstown, Dublin_B-NA_P-NA_Metadata Macrofauna;mustard_extraction;;;;;
2007-09-12-D_IE_EarthwormsOfIreland_F-Cregg, Burren_B-NA_P-NA;date:2007-09-12T00:00:00:yyyy-MM-dd;D;Cregg, Burren;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2007-09-12-D_IE_EarthwormsOfIreland_F-Cregg, Burren_B-NA_P-NA_Metadata Macrofauna;na;;;;;
2012-06-16-D_IE_EarthwormsOfIreland_F-Dartry Park_B-NA_P-NA;date:2012-06-16T00:00:00:yyyy-MM-dd;D;Dartry Park;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2012-06-16-D_IE_EarthwormsOfIreland_F-Dartry Park_B-NA_P-NA_Metadata Macrofauna;mustard_extraction;;;;;
1977-07-21-D_IE_EarthwormsOfIreland_F-Garriland Wood_B-NA_P-NA;date:1977-07-21T00:00:00:yyyy-MM-dd;D;Garriland Wood;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1977-07-21-D_IE_EarthwormsOfIreland_F-Garriland Wood_B-NA_P-NA_Metadata Macrofauna;hand_sorting;;;;;
1978-10-23-D_IE_EarthwormsOfIreland_F-Glenamoy_B-NA_P-NA;date:1978-10-23T00:00:00:yyyy-MM-dd;D;Glenamoy;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1978-10-23-D_IE_EarthwormsOfIreland_F-Glenamoy_B-NA_P-NA_Metadata Macrofauna;na;;;;;
1978-10-24-D_IE_EarthwormsOfIreland_F-Grassmeal Co., Gweesalia_B-NA_P-NA;date:1978-10-24T00:00:00:yyyy-MM-dd;D;Grassmeal Co., Gweesalia;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1978-10-24-D_IE_EarthwormsOfIreland_F-Grassmeal Co., Gweesalia_B-NA_P-NA_Metadata Macrofauna;na;;;;;
1979-04-17-D_IE_EarthwormsOfIreland_F-Horticulture Farm, UCD, Lucan_B-NA_P-NA;date:1979-04-17T00:00:00:yyyy-MM-dd;D;Horticulture Farm, UCD, Lucan;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1979-04-17-D_IE_EarthwormsOfIreland_F-Horticulture Farm, UCD, Lucan_B-NA_P-NA_Metadata Macrofauna;na;;;;;
2009-09-23-D_IE_EarthwormsOfIreland_F-Leitra, Burren National Park_B-NA_P-NA;date:2009-09-23T00:00:00:yyyy-MM-dd;D;Leitra, Burren National Park;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2009-09-23-D_IE_EarthwormsOfIreland_F-Leitra, Burren National Park_B-NA_P-NA_Metadata Macrofauna;hand_sorting;;;;;
1978-05-07-D_IE_EarthwormsOfIreland_F-Malahide_B-NA_P-NA;date:1978-05-07T00:00:00:yyyy-MM-dd;D;Malahide;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1978-05-07-D_IE_EarthwormsOfIreland_F-Malahide_B-NA_P-NA_Metadata Macrofauna;na;;;;;
1983-01-01-NA_IE_EarthwormsOfIreland_F-Beside River Slate near Bracknagh_B-NA_P-NA;date:1983-01-01T00:00:00:yyyy-MM-dd;NA;Beside River Slate near Bracknagh;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1983-01-01-NA_IE_EarthwormsOfIreland_F-Beside River Slate near Bracknagh_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;315.0;;;1000.0;
1977-02-22-D_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Johnstown Castle_B-NA_P-NA;date:1977-02-22T00:00:00:yyyy-MM-dd;D;Teagasc Research Farm, Johnstown Castle;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1977-02-22-D_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Johnstown Castle_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;30.0;;;2500.0;
2004-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Grange_B-NA_P-NA;date:2004-01-01T00:00:00:yyyy-MM-dd;Y;Teagasc Research Farm, Grange;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Grange_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;6.0;;;2500.0;
2004-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Johnstown Castle_B-NA_P-NA;date:2004-01-01T00:00:00:yyyy-MM-dd;Y;Teagasc Research Farm, Johnstown Castle;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Johnstown Castle_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;6.0;;;2500.0;
2003-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Solohead_B-NA_P-NA;date:2003-01-01T00:00:00:yyyy-MM-dd;Y;Teagasc Research Farm, Solohead;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2003-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Solohead_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;6.0;;;2500.0;
1972-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Grange Experiment 1_B-NA_P-NA;date:1972-01-01T00:00:00:yyyy-MM-dd;Y;Teagasc Research Farm, Grange Experiment 1;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1972-01-01-Y_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Grange Experiment 1_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;2.0;;;2500.0;
1976-01-01-NA_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Grange Experiment 2_B-NA_P-NA;date:1976-01-01T00:00:00:yyyy-MM-dd;NA;Teagasc Research Farm, Grange Experiment 2;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1976-01-01-NA_IE_EarthwormsOfIreland_F-Teagasc Research Farm, Grange Experiment 2_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;2.0;;;2500.0;
2004-03-27-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offal Trench 2_B-NA_P-NA;date:2004-03-27T00:00:00:yyyy-MM-dd;D;Clonsast, Co. Offal Trench 2;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-03-27-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offal Trench 2_B-NA_P-NA_Metadata Macrofauna;hand_sorting;7.0;;;625.0;
2004-03-27-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 3_B-NA_P-NA;date:2004-03-27T00:00:00:yyyy-MM-dd;D;Clonsast, Co. Offaly Trench 3;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-03-27-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 3_B-NA_P-NA_Metadata Macrofauna;hand_sorting;10.0;;;625.0;
2004-03-27-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 4_B-NA_P-NA;date:2004-03-27T00:00:00:yyyy-MM-dd;D;Clonsast, Co. Offaly Trench 4;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-03-27-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 4_B-NA_P-NA_Metadata Macrofauna;hand_sorting;10.0;;;625.0;
2004-04-04-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 7_B-NA_P-NA;date:2004-04-04T00:00:00:yyyy-MM-dd;D;Clonsast, Co. Offaly Trench 7;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-04-04-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 7_B-NA_P-NA_Metadata Macrofauna;hand_sorting;10.0;;;625.0;
2004-04-04-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 8_B-NA_P-NA;date:2004-04-04T00:00:00:yyyy-MM-dd;D;Clonsast, Co. Offaly Trench 8;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-04-04-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 8_B-NA_P-NA_Metadata Macrofauna;hand_sorting;10.0;;;625.0;
2004-04-04-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 10_B-NA_P-NA;date:2004-04-04T00:00:00:yyyy-MM-dd;D;Clonsast, Co. Offaly Trench 10;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2004-04-04-D_IE_EarthwormsOfIreland_F-Clonsast, Co. Offaly Trench 10_B-NA_P-NA_Metadata Macrofauna;hand_sorting;10.0;;;625.0;
1994-01-01-Y_IE_EarthwormsOfIreland_F-Mullaghreelan, Kilkea_B-NA_P-NA;date:1994-01-01T00:00:00:yyyy-MM-dd;Y;Mullaghreelan, Kilkea;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;1994-01-01-Y_IE_EarthwormsOfIreland_F-Mullaghreelan, Kilkea_B-NA_P-NA_Metadata Macrofauna;formaldehyde_extraction;4.0;;;2500.0;
2000-06-10-D_IE_EarthwormsOfIreland_F-Ballyteigelea Bridge_B-NA_P-NA;date:2000-06-10T00:00:00:yyyy-MM-dd;D;Ballyteigelea Bridge;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2000-06-10-D_IE_EarthwormsOfIreland_F-Ballyteigelea Bridge_B-NA_P-NA_Metadata Macrofauna;hand_sorting;6.0;;;625.0;
2000-05-10-D_IE_EarthwormsOfIreland_F-Doninga, Goresbridge_B-NA_P-NA;date:2000-05-10T00:00:00:yyyy-MM-dd;D;Doninga, Goresbridge;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2000-05-10-D_IE_EarthwormsOfIreland_F-Doninga, Goresbridge_B-NA_P-NA_Metadata Macrofauna;hand_sorting;5.0;;;625.0;
2000-06-10-D_IE_EarthwormsOfIreland_F-Ullard, Borris_B-NA_P-NA;date:2000-06-10T00:00:00:yyyy-MM-dd;D;Ullard, Borris;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2000-06-10-D_IE_EarthwormsOfIreland_F-Ullard, Borris_B-NA_P-NA_Metadata Macrofauna;hand_sorting;6.0;;;625.0;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Ballynaboley, Maddoxtown_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Ballynaboley, Maddoxtown;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Ballynaboley, Maddoxtown_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Ballyreddin, Bennettsbridge_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Ballyreddin, Bennettsbridge;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Ballyreddin, Bennettsbridge_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Barronsland, Thomastown_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Barronsland, Thomastown;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Barronsland, Thomastown_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Castlegardens, Thomastown_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Castlegardens, Thomastown;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Castlegardens, Thomastown_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Castlekelly, Gowran_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Castlekelly, Gowran;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Castlekelly, Gowran_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Clifden_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Clifden;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Clifden_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Coppenagh, Thomastown_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Coppenagh, Thomastown;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Coppenagh, Thomastown_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2001-01-01-NA_IE_EarthwormsOfIreland_F-Doninga, Goresbridge_B-NA_P-NA;date:2001-01-01T00:00:00:yyyy-MM-dd;NA;Doninga, Goresbridge;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2001-01-01-NA_IE_EarthwormsOfIreland_F-Doninga, Goresbridge_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
2000-05-26-D_IE_EarthwormsOfIreland_F-Duninga, Goresbridge_B-NA_P-NA;date:2000-05-26T00:00:00:yyyy-MM-dd;D;Duninga, Goresbridge;F;NA;B;NA;P;IE;earthwormsofireland;;Metadata Macrofauna;2000-05-26-D_IE_EarthwormsOfIreland_F-Duninga, Goresbridge_B-NA_P-NA_Metadata Macrofauna;combination_of_several_sampling_techniques;;;;;
