id_sampling_point;date_sample_collect;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;macrof_sampl_obs_meth;macrofauna_nb_samples;macrofauna_extract_duration;macrofauna_sampling_met_iso;macrof_sampled_each_subsample;macrofauna_exposit_time_traps
2010-06-27-D_DE_BioBio_F-DE13f_B-NA_P-E2;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE13f;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE13f_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE13f_B-NA_P-E3;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE13f;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE13f_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE13Le_B-NA_P-E1;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE13Le;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE13Le_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE13Le_B-NA_P-E2;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE13Le;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE13Le_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE13Le_B-NA_P-E3;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE13Le;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE13Le_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15j_B-NA_P-E1;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15j;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15j_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15j_B-NA_P-E2;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15j;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15j_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15j_B-NA_P-E3;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15j;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15j_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15k_B-NA_P-E1;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15k;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15k_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15k_B-NA_P-E2;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15k;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15k_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15k_B-NA_P-E3;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15k;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15k_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15l_B-NA_P-E1;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15l;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15l_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15l_B-NA_P-E2;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15l;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15l_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-27-D_DE_BioBio_F-DE15l_B-NA_P-E3;date:2010-06-27T00:00:00:yyyy-MM-dd;D;DE15l;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-27-D_DE_BioBio_F-DE15l_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01b_B-NA_P-E1;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01b;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01b_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01b_B-NA_P-E2;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01b;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01b_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01b_B-NA_P-E3;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01b;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01b_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01d_B-NA_P-E1;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01d;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01d_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01d_B-NA_P-E2;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01d;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01d_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01d_B-NA_P-E3;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01d;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01d_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01e_B-NA_P-E1;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01e;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01e_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01e_B-NA_P-E2;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01e;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01e_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01e_B-NA_P-E3;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01e;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01e_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01Lc_B-NA_P-E1;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01Lc;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01Lc_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01Lc_B-NA_P-E2;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01Lc;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01Lc_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-28-D_DE_BioBio_F-DE01Lc_B-NA_P-E3;date:2010-06-28T00:00:00:yyyy-MM-dd;D;DE01Lc;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-28-D_DE_BioBio_F-DE01Lc_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01a_B-NA_P-E1;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01a;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01a_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01a_B-NA_P-E2;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01a;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01a_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01a_B-NA_P-E3;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01a;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01a_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01f_B-NA_P-E1;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01f;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01f_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01f_B-NA_P-E2;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01f;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01f_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01f_B-NA_P-E3;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01f;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01f_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01i_B-NA_P-E1;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01i;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01i_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01i_B-NA_P-E2;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01i;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01i_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01i_B-NA_P-E3;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01i;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01i_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01Lg_B-NA_P-E1;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01Lg;F;NA;B;E1;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01Lg_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01Lg_B-NA_P-E2;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01Lg;F;NA;B;E2;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01Lg_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-29-D_DE_BioBio_F-DE01Lg_B-NA_P-E3;date:2010-06-29T00:00:00:yyyy-MM-dd;D;DE01Lg;F;NA;B;E3;P;DE;biobio;;Metadata Macrofauna;2010-06-29-D_DE_BioBio_F-DE01Lg_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-30-D_NO_BioBio_F-NO05Le_B-NA_P-E1;date:2010-06-30T00:00:00:yyyy-MM-dd;D;NO05Le;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-06-30-D_NO_BioBio_F-NO05Le_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-30-D_NO_BioBio_F-NO05Le_B-NA_P-E2;date:2010-06-30T00:00:00:yyyy-MM-dd;D;NO05Le;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-06-30-D_NO_BioBio_F-NO05Le_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-06-30-D_NO_BioBio_F-NO05Le_B-NA_P-E3;date:2010-06-30T00:00:00:yyyy-MM-dd;D;NO05Le;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-06-30-D_NO_BioBio_F-NO05Le_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-03-D_NO_BioBio_F-NO06Lg_B-NA_P-E1;date:2010-07-03T00:00:00:yyyy-MM-dd;D;NO06Lg;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-03-D_NO_BioBio_F-NO06Lg_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-03-D_NO_BioBio_F-NO06Lg_B-NA_P-E2;date:2010-07-03T00:00:00:yyyy-MM-dd;D;NO06Lg;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-03-D_NO_BioBio_F-NO06Lg_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-03-D_NO_BioBio_F-NO06Lg_B-NA_P-E3;date:2010-07-03T00:00:00:yyyy-MM-dd;D;NO06Lg;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-03-D_NO_BioBio_F-NO06Lg_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-03-D_NO_BioBio_F-NO06Li_B-NA_P-E1;date:2010-07-03T00:00:00:yyyy-MM-dd;D;NO06Li;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-03-D_NO_BioBio_F-NO06Li_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-03-D_NO_BioBio_F-NO06Li_B-NA_P-E2;date:2010-07-03T00:00:00:yyyy-MM-dd;D;NO06Li;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-03-D_NO_BioBio_F-NO06Li_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-03-D_NO_BioBio_F-NO06Li_B-NA_P-E3;date:2010-07-03T00:00:00:yyyy-MM-dd;D;NO06Li;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-03-D_NO_BioBio_F-NO06Li_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Lf_B-NA_P-E1;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Lf;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Lf_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Lf_B-NA_P-E2;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Lf;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Lf_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Lf_B-NA_P-E3;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Lf;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Lf_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Lh_B-NA_P-E1;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Lh;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Lh_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Lh_B-NA_P-E2;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Lh;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Lh_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Lh_B-NA_P-E3;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Lh;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Lh_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Li_B-NA_P-E1;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Li;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Li_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Li_B-NA_P-E2;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Li;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Li_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-04-D_NO_BioBio_F-NO07Li_B-NA_P-E3;date:2010-07-04T00:00:00:yyyy-MM-dd;D;NO07Li;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-04-D_NO_BioBio_F-NO07Li_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02a_B-NA_P-E1;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02a;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02a_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02a_B-NA_P-E2;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02a;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02a_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02a_B-NA_P-E3;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02a;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02a_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02b_B-NA_P-E1;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02b;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02b_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02b_B-NA_P-E2;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02b;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02b_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02b_B-NA_P-E3;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02b;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02b_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02c_B-NA_P-E1;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02c;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02c_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02c_B-NA_P-E2;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02c;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02c_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02c_B-NA_P-E3;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02c;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02c_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02Lg_B-NA_P-E1;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02Lg;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02Lg_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02Lg_B-NA_P-E2;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02Lg;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02Lg_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-06-D_NO_BioBio_F-NO02Lg_B-NA_P-E3;date:2010-07-06T00:00:00:yyyy-MM-dd;D;NO02Lg;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-06-D_NO_BioBio_F-NO02Lg_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-07-D_NO_BioBio_F-NO07Lg_B-NA_P-E1;date:2010-07-07T00:00:00:yyyy-MM-dd;D;NO07Lg;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-07-D_NO_BioBio_F-NO07Lg_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-07-D_NO_BioBio_F-NO07Lg_B-NA_P-E2;date:2010-07-07T00:00:00:yyyy-MM-dd;D;NO07Lg;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-07-D_NO_BioBio_F-NO07Lg_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-07-D_NO_BioBio_F-NO07Lg_B-NA_P-E3;date:2010-07-07T00:00:00:yyyy-MM-dd;D;NO07Lg;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-07-D_NO_BioBio_F-NO07Lg_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-07-D_NO_BioBio_F-NO08Lg_B-NA_P-E1;date:2010-07-07T00:00:00:yyyy-MM-dd;D;NO08Lg;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-07-D_NO_BioBio_F-NO08Lg_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-07-D_NO_BioBio_F-NO08Lg_B-NA_P-E2;date:2010-07-07T00:00:00:yyyy-MM-dd;D;NO08Lg;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-07-D_NO_BioBio_F-NO08Lg_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-07-D_NO_BioBio_F-NO08Lg_B-NA_P-E3;date:2010-07-07T00:00:00:yyyy-MM-dd;D;NO08Lg;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-07-D_NO_BioBio_F-NO08Lg_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-08-D_NO_BioBio_F-NO04Lg_B-NA_P-E1;date:2010-07-08T00:00:00:yyyy-MM-dd;D;NO04Lg;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-08-D_NO_BioBio_F-NO04Lg_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-08-D_NO_BioBio_F-NO04Lg_B-NA_P-E2;date:2010-07-08T00:00:00:yyyy-MM-dd;D;NO04Lg;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-08-D_NO_BioBio_F-NO04Lg_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-08-D_NO_BioBio_F-NO04Lg_B-NA_P-E3;date:2010-07-08T00:00:00:yyyy-MM-dd;D;NO04Lg;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-08-D_NO_BioBio_F-NO04Lg_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-08-D_NO_BioBio_F-NO04Lh_B-NA_P-E1;date:2010-07-08T00:00:00:yyyy-MM-dd;D;NO04Lh;F;NA;B;E1;P;NO;biobio;;Metadata Macrofauna;2010-07-08-D_NO_BioBio_F-NO04Lh_B-NA_P-E1_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-08-D_NO_BioBio_F-NO04Lh_B-NA_P-E2;date:2010-07-08T00:00:00:yyyy-MM-dd;D;NO04Lh;F;NA;B;E2;P;NO;biobio;;Metadata Macrofauna;2010-07-08-D_NO_BioBio_F-NO04Lh_B-NA_P-E2_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
2010-07-08-D_NO_BioBio_F-NO04Lh_B-NA_P-E3;date:2010-07-08T00:00:00:yyyy-MM-dd;D;NO04Lh;F;NA;B;E3;P;NO;biobio;;Metadata Macrofauna;2010-07-08-D_NO_BioBio_F-NO04Lh_B-NA_P-E3_Metadata Macrofauna;combination_of_several_sampling_techniques;3.0;;;900.0;
