id_sampling_point;date_sample_collection;precision_date;data_type;id_sample;id_level_1;id_level_2;id_level_3;country_code;main_prog_name;type_of_sample;additional_name;fungi_ace_index;amf_spore_density;fungi_chao1_index;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;fungi_fisher_alpha;fungi_shannon_index;fungi_simpson_index;fungi_evenness_index;fungi_richness_index;fungi_number_amf_taxon;fungi_index_shan_logbase;mucor_relative_abundance;phoma_relative_abundance;apodus_relative_abundance;amf_phylogenetic_diversity;fungi_evenness_index_method;fungi_inverse_simpson_index;fusarium_relative_abundance;geomyces_relative_abundance;preussia_relative_abundance;rhizopus_relative_abundance;ascobolus_relative_abundance;exophiala_relative_abundance;fungi_phylogenetic_diversity;fusicolla_relative_abundance;paraphoma_relative_abundance;periconia_relative_abundance;podospora_relative_abundance;saitozyma_relative_abundance;acremonium_relative_abundance;alternaria_relative_abundance;chaetomium_relative_abundance;gibberella_relative_abundance;minimedusa_relative_abundance;coprinellus_relative_abundance;coprinopsis_relative_abundance;metarhizium_relative_abundance;mortierella_relative_abundance;sanchytrium_relative_abundance;scutellinia_relative_abundance;stromatinia_relative_abundance;syncephalis_relative_abundance;trichoderma_relative_abundance;cladorrhinum_relative_abundance;cladosporium_relative_abundance;clonostachys_relative_abundance;lophotrichus_relative_abundance;microdochium_relative_abundance;pseudaleuria_relative_abundance;pyrenochaeta_relative_abundance;stachybotrys_relative_abundance;tetracladium_relative_abundance;gibellulopsis_relative_abundance;pseudeurotium_relative_abundance;rhizophlyctis_relative_abundance;schizothecium_relative_abundance;solicoccozyma_relative_abundance;spizellomyces_relative_abundance;trichocladium_relative_abundance;dactylonectria_relative_abundance;leptodontidium_relative_abundance;ophiosphaerella_relative_abundance;ramophialophora_relative_abundance;trichosporiella_relative_abundance;plectosphaerella_relative_abundance;pseudogymnoascus_relative_abundance;pyrenochaetopsis_relative_abundance;pseudoarthrographis_relative_abundance
2018-01-01_Y_EL_LUCAS_F_26_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;26;NA;NA;EL;lucas;;;;;1065.06557377049;F;NA;NA;344.348069587013;5.81297689421201;0.006417937928994;0.908477088124077;601;;e;0.001228501228501;;0;;Pielou;155.813286302175;0.012899262899263;0;0.006756756756757;0;0.001842751842752;0;;0.001228501228501;0.007985257985258;0.001842751842752;0.000614250614251;0.014742014742015;0;0.003685503685504;0.005528255528256;;0.001842751842752;0.007985257985258;0.000614250614251;0;0.112407862407862;;0;0;0;0.003685503685504;0.000614250614251;0.007985257985258;0.000614250614251;;0;0;0;0;0;0.000614250614251;0.001842751842752;0.008599508599509;0.008599508599509;0.024570024570025;0.000614250614251;0;0;0;0;0.000614250614251;;0.014742014742015;0;0;0.003685503685504
2018-01-01_Y_EL_LUCAS_F_326_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;326;NA;NA;EL;lucas;;;;;1038.28282828283;F;NA;NA;227.309381341798;5.13592636607261;0.020169831825968;0.809363486029;570;;e;0.000390167772142;;0;;Pielou;49.57899543379;0.000390167772142;0;0.00780335544284;0;0;0;;0;0;0;0.000390167772142;0.000390167772142;0;0.033554428404214;0;;0;0;0.000390167772142;0;0.007413187670698;;0;0.03082325399922;0;0;0;0.008193523214982;0;;0;0;0.003121342177136;0;0;0.001170503316426;0.000390167772142;0;0.001170503316426;0.009364026531409;0.004682013265704;0;0;0;0;0;;0;0;0;0.004682013265704
2018-01-01_Y_EL_LUCAS_F_489_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;489;NA;NA;EL;lucas;;;;;1169.56338028169;F;NA;NA;215.416311016454;4.98011962020672;0.021749151662196;0.799315375883557;508;;e;0.003394762366634;;0;;Pielou;45.9788048532561;0.089233753637245;0;0.017458777885548;0.003394762366634;0.009699321047527;0.000969932104753;;0;0.017458777885548;0;0;0;0;0.021338506304559;0;;0.044131910766246;0.007759456838021;0;0;0.01454898157129;;0;0;0;0;0;0.003879728419011;0.001454898157129;;0;0;0.000484966052376;0;0.001454898157129;0.001454898157129;0;0;0;0.050436469447139;0.000969932104753;0;0;0;0;0;;0.001939864209505;0.005819592628516;0.000484966052376;0.000484966052376
2018-01-01_Y_EL_LUCAS_F_527_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;527;NA;NA;EL;lucas;;;;;949.015384615385;F;NA;NA;232.422670541636;5.27234042755037;0.011672171450245;0.871839911857692;423;;e;0;;0;;Pielou;85.6738614800759;0.027454242928453;0;0.013311148086523;0.000831946755408;0;0.000831946755408;;0.000831946755408;0.004159733777038;0.002495840266223;0.002495840266223;0;0;0.003327787021631;0.004159733777038;;0;0;0;0.000831946755408;0.01414309484193;;0;0;0;0.001663893510815;0;0.004159733777038;0.005823627287854;;0;0;0.000831946755408;0;0;0;0;0.000831946755408;0.002495840266223;0.007487520798669;0;0;0;0;0;0;;0;0.000831946755408;0;0.001663893510815
2018-01-01_Y_EL_LUCAS_F_654_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;654;NA;NA;EL;lucas;;;;;1668.15254237288;F;NA;NA;297.630364178699;5.32478300781472;0.015383667779814;0.798226583230024;789;;e;0.000510334268946;;0;;Pielou;65.0040038769041;0.026282214850727;0;0.007655014034192;0;0.016841030875223;0.002041337075785;;0.002551671344731;0.000255167134473;0;0.014544526664966;0.000510334268946;0.001786169941312;0.035978565960704;0.003827507017096;;0;0.000255167134473;0;0.000255167134473;0.004337841286042;;0.009441183975504;0.020413370757846;0;0.004082674151569;0.000765501403419;0.040061240112274;0.000255167134473;;0.001531002806838;0;0;0;0;0.003062005613677;0;0.004848175554989;0.012503189589181;0.00331717274815;0.000765501403419;0;0;0;0.000255167134473;0.002551671344731;;0.001786169941312;0.000255167134473;0;0.001531002806838
2018-01-01_Y_EL_LUCAS_F_680_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;680;NA;NA;EL;lucas;;;;;1347.05813953488;F;NA;NA;217.905029673376;4.77748259718469;0.030771679787182;0.746065002061732;604;;e;0.000612369871402;;0;;Pielou;32.4974134306623;0.027250459277404;0;0.015309246785058;0;0.029393753827312;0.000306184935701;;0.000918554807103;0.000612369871402;0.002449479485609;0;0;0.000918554807103;0.004286589099816;0;;0;0;0.003980404164115;0;0.00796080832823;;0.001224739742805;0;0.000306184935701;0;0.016533986527863;0.000306184935701;0.000306184935701;;0.000306184935701;0;0.000612369871402;0.000612369871402;0;0.00796080832823;0;0.00275566442131;0.002449479485609;0.001224739742805;0;0;0;0;0;0.001837109614207;;0.001530924678506;0.002143294549908;0;0
2018-01-01_Y_EL_LUCAS_F_844_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;844;NA;NA;EL;lucas;;;;;1038.02631578947;F;NA;NA;257.184031122699;5.39276967321294;0.011176675262275;0.873789904110912;479;;e;0;;0;;Pielou;89.4720457142857;0.037169406719085;0;0.014295925661187;0;0.016440314510365;0;;0;0;0;0;0;0.002859185132237;0.012866333095068;0.01072194424589;;0;0.01072194424589;0;0;0.036454610436026;;0;0;0.002144388849178;0;0.000714796283059;0;0;;0;0;0;0;0;0.062187276626162;0;0;0;0.002859185132237;0.002144388849178;0;0;0;0;0;;0.006433166547534;0.000714796283059;0;0.002144388849178
2018-01-01_Y_EL_LUCAS_F_862_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;862;NA;NA;EL;lucas;;;;;427;F;NA;NA;128.936625778989;4.75288434961875;0.012498094802622;0.934210192090968;162;;e;0;;0;;Pielou;80.0121951219512;0.040123456790124;0;0.015432098765432;0;0;0;;0;0;0.009259259259259;0;0;0;0.003086419753086;0;;0;0;0;0;0;;0;0.012345679012346;0;0;0;0.018518518518519;0;;0;0;0.006172839506173;0;0.009259259259259;0;0.003086419753086;0;0;0.015432098765432;0;0;0;0;0;0;;0;0;0;0.030864197530864
2018-01-01_Y_EL_LUCAS_F_93_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;93;NA;NA;EL;lucas;;;;;935.064516129032;F;NA;NA;213.019631713288;5.03940046824088;0.020324755146032;0.809342454064044;506;;e;0.015880654475457;;0;;Pielou;49.201084727223;0.06111645813282;0;0.006737247353224;0.003849855630414;0.00288739172281;0.000962463907603;;0.002406159769009;0.000962463907603;0.002406159769009;0.001924927815207;0;0;0.003368623676612;0;;0.001443695861405;0.005774783445621;0;0.000962463907603;0.027430221366699;;0;0;0;0.001443695861405;0.001443695861405;0.003368623676612;0.001924927815207;;0.000481231953802;0;0;0.001924927815207;0;0.036573628488932;0;0.000481231953802;0.001443695861405;0.016843118383061;0;0;0;0;0;0.014918190567854;;0.004812319538017;0.00288739172281;0;0
2018-01-01_Y_EL_LUCAS_F_99_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;99;NA;NA;EL;lucas;;;;;328;F;NA;NA;137.266614050472;4.56561668958171;0.0132974920644;0.957014988198488;118;;e;0.032085561497326;;0;;Pielou;75.2021505376344;0.005347593582888;0;0.005347593582888;0;0.037433155080214;0;;0;0.010695187165775;0;0;0;0.005347593582888;0.010695187165775;0.021390374331551;;0;0;0;0;0.149732620320856;;0;0;0;0.005347593582888;0.005347593582888;0.005347593582888;0;;0;0;0;0;0;0.010695187165775;0.010695187165775;0;0;0.005347593582888;0.005347593582888;0;0;0;0;0;;0;0;0;0
2018-01-01_Y_ES_LUCAS_F_103_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;103;NA;NA;ES;lucas;;;;;798.534090909091;F;NA;NA;212.54663863381;5.12717707655166;0.017172324835241;0.841719954461227;442;;e;0;;0;;Pielou;58.2332333911946;0.015456989247312;0;0.006720430107527;0.002016129032258;0.001344086021505;0;;0.001344086021505;0.004032258064516;0;0;0;0;0.069220430107527;0;;0.00739247311828;0.004032258064516;0.000672043010753;0;0.02755376344086;;0;0;0;0;0;0.077284946236559;0;;0.005376344086022;0;0.001344086021505;0;0.004704301075269;0;0;0;0.004704301075269;0.016129032258065;0.004032258064516;0;0;0;0;0;;0;0.003360215053763;0;0
2018-01-01_Y_ES_LUCAS_F_105_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;105;NA;NA;ES;lucas;;;;;1573.26315789474;F;NA;NA;306.870263419041;5.50289456140162;0.009757756536904;0.845846482229101;669;;e;0.003322259136213;;0;;Pielou;102.482573347473;0.031146179401993;0;0.008720930232558;0.000415282392027;0.000415282392027;0;;0.002076411960133;0;0;0;0;0;0.073089700996678;0;;0.031146179401993;0;0.001661129568106;0;0.051495016611296;;0;0.003737541528239;0;0;0;0.021179401993356;0;;0.003322259136213;0;0;0;0;0.000830564784053;0;0.00124584717608;0;0.035299003322259;0.002076411960133;0;0;0;0;0;;0.000830564784053;0.004568106312292;0;0
2018-01-01_Y_ES_LUCAS_F_108_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;108;NA;NA;ES;lucas;;;;;913.776595744681;F;NA;NA;172.593546658253;4.72484501383279;0.024543064744802;0.751868895973361;536;;e;0;;0;;Pielou;40.7447077371138;0.007880434782609;0;0.007336956521739;0;0.000815217391304;0.000815217391304;;0.002445652173913;0.00054347826087;0.001086956521739;0;0;0.000815217391304;0.000815217391304;0.004619565217391;;0;0.004076086956522;0;0;0.016032608695652;;0.00054347826087;0;0;0.001086956521739;0;0.002989130434783;0.00054347826087;;0.003532608695652;0;0;0;0.004347826086957;0;0.002173913043478;0;0;0.034239130434783;0.000271739130435;0;0;0;0;0;;0;0.001902173913043;0;0.001630434782609
2018-01-01_Y_ES_LUCAS_F_11_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;11;NA;NA;ES;lucas;;;;;917.535714285714;F;NA;NA;176.686609159384;4.86960148400456;0.018508301871251;0.78822362166235;482;;e;0.045508508112386;;0;;Pielou;54.0298081885793;0.008310249307479;0;0.005935892362485;0.022556390977444;0;0.000395726157499;;0;0.000791452314998;0;0;0;0;0.0799366838148;0;;0;0.000791452314998;0;0.00395726157499;0.130985358132172;;0;0;0.000395726157499;0;0;0.058963197467353;0.000395726157499;;0;0;0;0;0;0;0;0.061337554412347;0;0.001978630787495;0.009893153937475;0;0;0;0;0;;0.001187178472497;0.000791452314998;0.005144440047487;0
2018-01-01_Y_ES_LUCAS_F_110_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;110;NA;NA;ES;lucas;;;;;1354.35833333333;F;NA;NA;317.368861549822;5.56218068149071;0.010452839448715;0.849791221269381;696;;e;0;;0.001187178472497;;Pielou;95.6677852851728;0.021764938662446;0;0.007123070834982;0;0.002770083102493;0.021764938662446;;0.009497427779976;0.002770083102493;0;0;0;0;0.001978630787495;0.006331618519984;;0.000791452314998;0;0;0;0.078749505342303;;0.003561535417491;0;0;0;0.001187178472497;0.009497427779976;0.005540166204986;;0.000395726157499;0;0.001978630787495;0;0.000791452314998;0.001187178472497;0.004352987732489;0.000395726157499;0;0.06806489908983;0.000791452314998;0;0;0;0.001187178472497;0;;0;0.002770083102493;0.00791452314998;0.000791452314998
2018-01-01_Y_ES_LUCAS_F_112_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;112;NA;NA;ES;lucas;;;;;1606.39344262295;F;NA;NA;267.690867799664;4.78330809192242;0.036725912446463;0.718014468674962;782;;e;0.011697150148873;;0;;Pielou;27.2287312522938;0.097405359421523;0;0.095491280306253;0.000212675457252;0;0;;0.001701403658018;0.000212675457252;0.000212675457252;0;0.000212675457252;0.000850701829009;0.001063377286261;0;;0;0;0;0;0.02573373032752;;0;0;0;0.000212675457252;0.000850701829009;0.00191407911527;0;;0.000850701829009;0;0.002764780944279;0;0;0.000638026371757;0;0.001276052743513;0;0.013611229264143;0;0;0;0;0;0.000212675457252;;0.000425350914504;0.002552105487027;0.003190131858784;0.001701403658018
2018-01-01_Y_ES_LUCAS_F_117_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;117;NA;NA;ES;lucas;;;;;1189.45454545455;F;NA;NA;269.664438212315;5.51801468312249;0.008880491609245;0.846815712599076;676;;e;0;;0;;Pielou;112.606378565677;0.003620803159974;0;0.011520737327189;0;0.005924950625411;0.006583278472679;;0.002304147465438;0.003620803159974;0;0;0;0;0.007241606319947;0;;0;0.000658327847268;0.000658327847268;0;0.080974325213957;;0.001974983541804;0;0.000329163923634;0;0.001974983541804;0.002304147465438;0.00493745885451;;0.018433179723502;0;0;0;0.000329163923634;0;0.002962475312706;0;0.002304147465438;0.024687294272548;0;0;0;0;0.009216589861751;0;;0.000329163923634;0.000987491770902;0;0
2018-01-01_Y_ES_LUCAS_F_12_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;12;NA;NA;ES;lucas;;;;;136.545454545455;F;NA;NA;57.1172681461965;3.86246349606646;0.028380102040816;0.935870542539715;62;;e;0;;0;;Pielou;35.2359550561798;0.053571428571429;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;0.044642857142857;;0.008928571428571;0;0;0;0;0.026785714285714;0;;0;0;0;0;0;0.008928571428571;0;0;0;0.008928571428571;0;0;0;0;0;0;;0;0.008928571428571;0;0
2018-01-01_Y_ES_LUCAS_F_124_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;124;NA;NA;ES;lucas;;;;;1154.07692307692;F;NA;NA;196.792502580133;4.92763958137526;0.025355207443203;0.782295489019036;544;;e;0;;0;;Pielou;39.4396299947484;0.015379357484621;0;0.028024606971975;0.01367053998633;0;0;;0.005468215994532;0.000341763499658;0.000341763499658;0;0;0.000341763499658;0.003417634996582;0.001025290498975;;0.017771701982228;0;0;0;0.009569377990431;;0;0.000683526999316;0;0;0.003759398496241;0.002392344497608;0;;0.000683526999316;0;0;0.001708817498291;0;0.000341763499658;0;0.000683526999316;0.033151059466849;0.015721120984279;0.000341763499658;0;0;0;0.000683526999316;0;;0;0.001708817498291;0.001025290498975;0
2018-01-01_Y_ES_LUCAS_F_145_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;145;NA;NA;ES;lucas;;;;;721.125;F;NA;NA;146.416003904381;4.76617941171996;0.021908710965217;0.824933579433779;323;;e;0;;0;;Pielou;45.6439450768077;0.022823330515638;0;0.004226542688081;0;0.000845308537616;0;;0.023668639053254;0.005071851225697;0.000845308537616;0;0;0.000845308537616;0.010989010989011;0;;0.015215553677092;0;0;0;0.054099746407439;;0;0;0;0;0.026204564666103;0;0.000845308537616;;0.005917159763314;0;0;0;0.007607776838546;0.002535925612849;0;0;0.00676246830093;0.010989010989011;0;0;0;0;0.000845308537616;0.083685545224007;;0;0.000845308537616;0.000845308537616;0
2018-01-01_Y_ES_LUCAS_F_165_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;165;NA;NA;ES;lucas;;;;;939.763157894737;F;NA;NA;165.616823908729;4.43190209326365;0.051278359668382;0.720563863431422;469;;e;0;;0;;Pielou;19.5014038371549;0.013227513227513;0;0.005668934240363;0;0.019274376417234;0;;0.000377928949358;0.002645502645503;0;0;0;0.002645502645503;0.028722600151172;0;;0;0.000755857898715;0.00453514739229;0;0.009070294784581;;0;0;0;0;0.001889644746788;0.021919879062736;0;;0.000755857898715;0;0.001133786848073;0;0.002645502645503;0;0.000377928949358;0.008314436885865;0.006424792139078;0.007936507936508;0.000377928949358;0;0;0;0.000377928949358;0.00453514739229;;0;0.001889644746788;0;0
2018-01-01_Y_ES_LUCAS_F_173_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;173;NA;NA;ES;lucas;;;;;1951.07936507937;F;NA;NA;343.725665108862;5.45208668669477;0.013993187282017;0.804692560301382;876;;e;0.014560710760119;;0.000246791707799;;Pielou;71.4633471164309;0.040227048371175;0;0.002221125370188;0;0.020236920039487;0.039980256663376;;0.012833168805528;0;0.00172754195459;0.013820335636723;0.013326752221125;0;0.000987166831194;0;;0.000493583415597;0;0;0.002221125370188;0.159674234945706;;0;0;0.000246791707799;0.001974333662389;0.001233958538993;0.00172754195459;0.000246791707799;;0.000493583415597;0.000987166831194;0;0;0;0.002714708785785;0;0.001974333662389;0.002714708785785;0.031589338598223;0;0;0;0;0.009131293188549;0.001480750246792;;0.000246791707799;0.00172754195459;0.000740375123396;0.002221125370188
2018-01-01_Y_ES_LUCAS_F_178_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;178;NA;NA;ES;lucas;;;;;1506.84210526316;F;NA;NA;333.005660003724;5.63429537514209;0.009897162106229;0.853697868134548;735;;e;0.014847809948033;;0;;Pielou;101.039064457747;0.02746844840386;0;0.012249443207127;0.005567928730512;0.005196733481811;0.005567928730512;;0.002227171492205;0.001484780994803;0.000742390497402;0;0;0;0.005939123979213;0;;0.005196733481811;0.006310319227914;0;0.000371195248701;0.062360801781737;;0;0.057906458797327;0;0.001855976243504;0.001855976243504;0.017817371937639;0.001113585746102;;0.014476614699332;0;0;0;0;0;0;0.000371195248701;0.005939123979213;0.02746844840386;0;0;0;0;0.001113585746102;0;;0;0.002598366740906;0;0
2018-01-01_Y_ES_LUCAS_F_18_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;18;NA;NA;ES;lucas;;;;;724.205479452055;F;NA;NA;145.006496876464;4.13473288117831;0.083301921250639;0.686715968577833;412;;e;0;;0;;Pielou;12.0045250456012;0.005555555555556;0;0.005555555555556;0.00042735042735;0.002136752136752;0.000854700854701;;0.004700854700855;0.002564102564103;0.00042735042735;0;0;0;0.007264957264957;0;;0;0;0;0;0.02991452991453;;0;0;0;0;0.000854700854701;0.035042735042735;0.000854700854701;;0.014529914529915;0;0.000854700854701;0;0.002136752136752;0;0;0.001709401709402;0.005982905982906;0.037606837606838;0.005555555555556;0;0;0;0;0.004273504273504;;0.00042735042735;0;0.000854700854701;0
2018-01-01_Y_ES_LUCAS_F_181_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;181;NA;NA;ES;lucas;;;;;1417.60240963855;F;NA;NA;208.533638011504;4.64348334852006;0.034040813513761;0.721110528378776;626;;e;0;;0;;Pielou;29.3765012283197;0.009779338014042;0;0.013540621865597;0.002758274824473;0.014794383149448;0.001253761283852;;0.000501504513541;0.00025075225677;0.007271815446339;0;0;0;0.098545636910732;0;;0.034102306920762;0;0;0;0.042126379137412;;0;0.011283851554664;0;0;0.00025075225677;0.007271815446339;0;;0.172266800401204;0;0.000752256770311;0.000501504513541;0.00025075225677;0;0;0.001253761283852;0.002507522567703;0.006018054162487;0;0;0;0;0;0;;0;0.000501504513541;0;0.00025075225677
2018-01-01_Y_ES_LUCAS_F_184_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;184;NA;NA;ES;lucas;;;;;1024.16666666667;F;NA;NA;132.566636934621;3.89971366009893;0.082408375056896;0.635367722568026;463;;e;0;;0;;Pielou;12.1346889719593;0.01491124260355;0;0.005917159763314;0.001183431952663;0.021065088757396;0.011597633136095;;0.002603550295858;0.004970414201183;0.001656804733728;0;0;0.002130177514793;0.006153846153846;0.000710059171598;;0.01396449704142;0;0.001656804733728;0;0.047100591715976;;0;0;0.000236686390533;0;0;0.001420118343195;0.006153846153846;;0.020118343195266;0;0;0;0;0;0;0.000710059171598;0.000710059171598;0.003786982248521;0.001420118343195;0;0;0;0.001656804733728;0;;0.000236686390533;0.000236686390533;0.00094674556213;0.002603550295858
2018-01-01_Y_ES_LUCAS_F_198_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;198;NA;NA;ES;lucas;;;;;1058.02409638554;F;NA;NA;225.947207357436;5.24459273263405;0.015809157284627;0.835572825115825;532;;e;0.000464252553389;;0;;Pielou;63.2544785276074;0.00464252553389;0;0.00464252553389;0.005571030640669;0;0.001392757660167;;0.010677808727948;0.00464252553389;0.002785515320334;0;0;0;0.003714020427112;0;;0.002785515320334;0;0;0;0.042711234911792;;0.000928505106778;0;0;0;0;0.000928505106778;0.006963788300836;;0.00974930362117;0;0.001392757660167;0;0.021819870009285;0;0.003249767873723;0.000464252553389;0.00464252553389;0.049210770659239;0;0;0;0;0.000928505106778;0;;0;0.005571030640669;0;0
2018-01-01_Y_ES_LUCAS_F_228_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;228;NA;NA;ES;lucas;;;;;392.111111111111;F;NA;NA;56.9098229850503;3.24619133653225;0.112551703239817;0.635015471657821;166;;e;0;;0;;Pielou;8.88480557126062;0.021105527638191;0;0;0.001005025125628;0.074371859296482;0;;0.001005025125628;0.001005025125628;0.002010050251256;0;0;0;0.039195979899498;0;;0;0.002010050251256;0;0;0.008040201005025;;0;0;0;0;0.002010050251256;0;0;;0;0;0;0;0.002010050251256;0;0;0.001005025125628;0.001005025125628;0.001005025125628;0;0;0;0;0;0;;0;0.001005025125628;0;0.003015075376884
2018-01-01_Y_ES_LUCAS_F_23_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;23;NA;NA;ES;lucas;;;;;688.610169491525;F;NA;NA;99.4796699342049;2.85277194199818;0.216263259545217;0.476738355521154;397;;e;0;;0;;Pielou;4.6239939326861;0.000378644452859;0;0.001514577811435;0;0.001703900037864;0;;0;0;0.000189322226429;0;0.000567966679288;0.000946611132147;0.020068156001515;0.006815600151458;;0;0.000946611132147;0;0;0.007951533510034;;0;0;0;0;0.001325255585006;0.003597122302158;0;;0.005301022340023;0;0;0;0;0;0;0;0;0.000189322226429;0.000378644452859;0;0;0;0;0;;0;0.000189322226429;0;0.001135933358576
2018-01-01_Y_ES_LUCAS_F_261_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;261;NA;NA;ES;lucas;;;;;714.567567567567;F;NA;NA;103.527217033118;4.08903426793775;0.051365878963808;0.723854295584249;284;;e;0.000664451827243;;0;;Pielou;19.4681765438996;0.005980066445183;0;0.005980066445183;0.00265780730897;0;0;;0;0;0.000664451827243;0;0;0.000664451827243;0.006644518272425;0.000664451827243;;0;0;0.419269102990033;0;0.003322259136213;;0;0;0;0;0.004651162790698;0.013289036544851;0;;0.004651162790698;0;0;0.000664451827243;0;0.000664451827243;0;0.011960132890365;0.035880398671096;0.000664451827243;0.001328903654485;0;0;0;0;0;;0.001328903654485;0;0;0.004651162790698
2018-01-01_Y_ES_LUCAS_F_276_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;276;NA;NA;ES;lucas;;;;;961.158536585366;F;NA;NA;207.504982192144;5.29307620467178;0.011160584470475;0.847683332120597;515;;e;0.002197802197802;;0;;Pielou;89.601042189637;0.029450549450549;0;0.013626373626374;0.001758241758242;0.01978021978022;0;;0;0.00043956043956;0.003956043956044;0;0;0.007472527472527;0.011428571428571;0;;0;0;0.00043956043956;0;0.035164835164835;;0.001318681318681;0;0;0;0;0.014505494505495;0.001318681318681;;0.04043956043956;0;0;0.002197802197802;0;0;0.001318681318681;0.021538461538462;0.001758241758242;0.037802197802198;0;0;0;0;0;0;;0;0;0;0
2018-01-01_Y_ES_LUCAS_F_284_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;284;NA;NA;ES;lucas;;;;;906.279069767442;F;NA;NA;232.197388633004;5.18354839532424;0.016741458550121;0.843946080596776;465;;e;0;;0;;Pielou;59.7319520880544;0.004032258064516;0;0.002688172043011;0;0.004704301075269;0;;0;0.003360215053763;0.000672043010753;0;0;0.000672043010753;0.010752688172043;0.002016129032258;;0;0.006720430107527;0;0.002016129032258;0.015456989247312;;0.002016129032258;0;0;0;0.000672043010753;0.000672043010753;0;;0;0;0;0;0.001344086021505;0;0;0;0;0.006720430107527;0.000672043010753;0;0;0;0;0;;0;0;0.001344086021505;0.049059139784946
2018-01-01_Y_ES_LUCAS_F_300_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;300;NA;NA;ES;lucas;;;;;1298.09638554217;F;NA;NA;186.779030469204;4.58283936255264;0.02739005597983;0.720424689552117;579;;e;0.000252589037636;;0.000252589037636;;Pielou;36.5096004453731;0.029805506441021;0;0.013892397069967;0.001010356150543;0;0.001262945188179;;0.00176812326345;0.004041424602172;0;0;0.00176812326345;0;0.21419550391513;0;;0;0.000252589037636;0;0.002273301338722;0.020207123010861;;0;0.000252589037636;0.000252589037636;0.001515534225815;0;0.0692093963122;0;;0.003283657489265;0;0;0.001515534225815;0.000252589037636;0.002273301338722;0;0.000252589037636;0;0.057590300580955;0.000757767112907;0;0;0;0;0;;0;0.000252589037636;0.000757767112907;0
2018-01-01_Y_ES_LUCAS_F_306_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;;;306;NA;NA;ES;lucas;;;;;307.5;F;NA;NA;93.9355607538314;4.4045767243204;0.019561039122078;0.915296754872462;123;;e;0;;0;;Pielou;51.122028526149;0.019685039370079;0;0.007874015748032;0;0.074803149606299;0;;0;0.031496062992126;0;0;0;0;0.019685039370079;0.003937007874016;;0;0;0;0;0;;0;0.003937007874016;0;0;0.003937007874016;0;0;;0;0;0.003937007874016;0;0.094488188976378;0;0;0;0;0.007874015748032;0.02755905511811;0;0;0;0;0;;0;0;0;0.047244094488189
