id_sampling_point;date_sample_collection;precision_date;country_code;programme_name;additional_name;level_1_of_scale_observation;id_level_1_scale_observation;level_2_of_scale_observation_block_or_no;iid_level_2_scale_observation;level_3_of_scale_observation;id_level_3;id_sample;data_type;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon
2019-07-01-M_FI_Carbon Action MULTA_F-Ni-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ni-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Ni-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.5749255;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2302469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2302469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2302469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2302469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-At-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2302469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.0172839;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.0172839;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.0172839;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.0172839;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;At-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-At-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.0172839;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0166931;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0166931;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0166931;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0166931;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0166931;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0762213;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0762213;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0762213;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0762213;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0762213;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.5374502;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.5374502;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.5374502;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.5374502;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Me-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.5374502;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2139646;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2139646;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2139646;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2139646;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Me-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Me-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;1.2139646;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9123457;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9123457;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9123457;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9123457;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9123457;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9617284;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9617284;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9617284;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9617284;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pu-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Pu-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;0.9617284;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.7012346;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.7012346;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.7012346;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.7012346;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.7012346;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9985802;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9985802;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9985802;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9985802;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ka-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Ka-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9985802;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0764403;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0764403;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0764403;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0764403;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-KP-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0764403;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8652469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8652469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8652469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8652469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8652469;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2289969;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2289969;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2289969;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2289969;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2289969;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-1;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;1;2019-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.1595987;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-2;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;2;2019-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.1595987;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-3;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;3;2019-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.1595987;;;;;;;;
2019-07-01-M_FI_Carbon Action MULTA_F-Ke-0_B-NA_P-4;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ke-0;B;NA;P;4;2019-07-01-M_FI_Carbon Action MULTA_F-Ke-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9962963;;;;;;;;
