id_sampling_point;date_sample_collection;precision_date;country_code;programme_name;additional_name;level_1_of_scale_observation;id_level_1_scale_observation;level_2_of_scale_observation_block_or_no;iid_level_2_scale_observation;level_3_of_scale_observation;id_level_3;id_sample;data_type;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon
2023-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-0;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0904634;;0.120075773;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-1;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0063698;;0.12406791;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-1;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0063698;;0.12406791;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-1;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0063698;;0.12406791;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ko-1_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ko-1;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Ko-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silt;;;;;;;;;;;;1.1167836;;0.185342563;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ko-1_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ko-1;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Ko-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silt;;;;;;;;;;;;1.1167836;;0.185342563;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0047386;;0.340087588;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;KP-0;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-KP-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0047386;;0.340087588;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;0.90462345;;0.251368654;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;0.90462345;;0.251368654;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;0.90462345;;0.251368654;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.0019335;;0.248971383;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Li-0_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Li-0;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Li-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.89962995;;0.2380759;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Li-1_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Li-1;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Li-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9781729;;0.255138637;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Li-1_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Li-1;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Li-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9781729;;0.255138637;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Li-1_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Li-1;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Li-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9781729;;0.255138637;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mi-1;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.88375425;;0.270828661;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mi-1;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.88375425;;0.270828661;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mo-0;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.99356455;;0.364133247;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mo-0;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.99356455;;0.364133247;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-0;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8473873;;0.276909707;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-0;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8473873;;0.276909707;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-0;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8473873;;0.276909707;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Mu-1_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-1;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Mu-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.7532472;;0.261087053;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Na-0_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-0;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Na-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9760774;;0.196814982;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-1;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9848176;;0.208121614;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-1;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9848176;;0.208121614;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-3;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-1;B;NA;P;3;2023-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9848176;;0.208121614;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ne-0_B-NA_P-1;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ne-0;B;NA;P;1;2023-07-01-M_FI_Carbon Action MULTA_F-Ne-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9263547;;0.194142505;;;;;;
2023-07-01-M_FI_Carbon Action MULTA_F-Ne-0_B-NA_P-2;date:2023-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ne-0;B;NA;P;2;2023-07-01-M_FI_Carbon Action MULTA_F-Ne-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9263547;;0.194142505;;;;;;
